Title,Link,Authors,Year,Cited,
Increasing Studentsâ€™ Speaking Ability Through Group Work,https://scholar.google.com/scholar?q=+intitle:'Increasing Studentsâ€™ Speaking Ability Through Group Work',"Authors : DZ Arifin, H Huzairin, M Sukirlan",2014,1 cited,Quality Education (Pendidikan Berkualitas)
Improving Studentsâ€™ Listening Comprehension Through Video AS Media,https://scholar.google.com/scholar?q=+intitle:'Improving Studentsâ€™ Listening Comprehension Through Video AS Media',"Authors : FA Prasetya, M Sukirlan, RG Suka",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Increasing Studentsâ€™ Writing Through Applying Present Tense Form by Using Picture Series,https://scholar.google.com/scholar?q=+intitle:'Increasing Studentsâ€™ Writing Through Applying Present Tense Form by Using Picture Series',"Authors : AA Pamungkas, S Sudirman, M Sukirlan",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Program Lentera Sahabat Bagi Fasilitator Sebaya Dalam Pencegahan Bullying,https://scholar.google.com/scholar?q=+intitle:'Program Lentera Sahabat Bagi Fasilitator Sebaya Dalam Pencegahan Bullying',Authors : M PRATAMA,2014,1 cited,Reduced Inequalities (Berkurangnya Ketimpangan)
Makna Adat Nyambai dan Perubahannya,https://scholar.google.com/scholar?q=+intitle:'Makna Adat Nyambai dan Perubahannya',"Authors : A Andika, BV Nurdin",2014,3 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Ritual-Ritual dalam Tradisi Ngumo: Studi Tentang Kearifan Lokal pada Masyarakat Adat Lampung Pepadun untuk Memelihara Lingkungan Alam,https://scholar.google.com/scholar?q=+intitle:'Ritual-Ritual dalam Tradisi Ngumo: Studi Tentang Kearifan Lokal pada Masyarakat Adat Lampung Pepadun untuk Memelihara Lingkungan Alam',Authors : BV Nurdin,2014,1 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
DALIHAN NA TOLU DI RANTAU: KAJIAN PERUBAHAN DAN REKONSTRUKSI NILAI-NILAI DALIHAN NA TOLU PADA GENERASI MUDA IKATAN BATAK MUSLIM...,https://scholar.google.com/scholar?q=+intitle:'DALIHAN NA TOLU DI RANTAU: KAJIAN PERUBAHAN DAN REKONSTRUKSI NILAI-NILAI DALIHAN NA TOLU PADA GENERASI MUDA IKATAN BATAK MUSLIM...',"Authors : Y Yusrina, BV Nurdin",2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
DALIHAN NA TOLU DI RANTAU: KAJIAN PERUBAHAN DAN REKONSTRUKSI NILAI-NILAI DALIHAN NA TOLU PADA GENERASI MUDA IKATAN BATAK MUSLIM (IKABAMUS) LAMPUNG,https://scholar.google.com/scholar?q=+intitle:'DALIHAN NA TOLU DI RANTAU: KAJIAN PERUBAHAN DAN REKONSTRUKSI NILAI-NILAI DALIHAN NA TOLU PADA GENERASI MUDA IKATAN BATAK MUSLIM (IKABAMUS) LAMPUNG',Authors : BV Nurdin,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Nuwa dan Perubahannya (Studi Etno-Teknolgi dan Arsitektur Tradisional Rumah Adat Lampung),https://scholar.google.com/scholar?q=+intitle:'Nuwa dan Perubahannya (Studi Etno-Teknolgi dan Arsitektur Tradisional Rumah Adat Lampung)',"Authors : BV Nurdin, B Wirawan, S Tyawan",2014,1 cited,Sustainable Cities and Communities (Kota dan Permukiman Berkelanjutan)
HUBUNGAN LOC DAN MOTIVASI BERPRESTASI DENGAN SELF EFFICACY DAN MINAT BERWIRAUSAHA,https://scholar.google.com/scholar?q=+intitle:'HUBUNGAN LOC DAN MOTIVASI BERPRESTASI DENGAN SELF EFFICACY DAN MINAT BERWIRAUSAHA',"Authors : W Oktabriyantina, RG Sudarmanto, P Pujiati",2014,1 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Pengaruh nilai-nilai kewirausahaan terhadap kemampuan praktik kerja industri,https://scholar.google.com/scholar?q=+intitle:'Pengaruh nilai-nilai kewirausahaan terhadap kemampuan praktik kerja industri',"Authors : AP Putrifani, RG Sudarmanto, N Nurdin",2014,1 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Pengembangan Model Webquest pada Mata Pelajaran IPS Di Sekolah Menengah Kejuruan,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Model Webquest pada Mata Pelajaran IPS Di Sekolah Menengah Kejuruan',"Authors : W Wardani, RG Sudarmanto, P Pargito",2014,6 cited,Quality Education (Pendidikan Berkualitas)
Pengembangan Bahan Ajar Kewirausahaan untuk Menjalankan USAha Kecil Kerajinan Tangan,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Bahan Ajar Kewirausahaan untuk Menjalankan USAha Kecil Kerajinan Tangan',"Authors : D Astuti, RG Sudarmanto, E Purnomo",2014,0 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Pengembangan Modul Pengantar Ekonomi Berbasis Kompetensi untuk Siswa Smk,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Modul Pengantar Ekonomi Berbasis Kompetensi untuk Siswa Smk',"Authors : YSSR Winarni, P Pargito, RG Sudarmanto",2014,1 cited,Quality Education (Pendidikan Berkualitas)
Pengembangan Media Film Kartun pada Mata Pelajaran Ekonomi,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Media Film Kartun pada Mata Pelajaran Ekonomi',"Authors : F Rossa, P Pargito, RG Sudarmanto",2014,1 cited,Quality Education (Pendidikan Berkualitas)
PERBANDINGAN HASIL BELAJAR MELALUI GI DAN SFAE DENGAN MEMPERHATIKAN KEMAMPUAN AWAL SISWA,https://scholar.google.com/scholar?q=+intitle:'PERBANDINGAN HASIL BELAJAR MELALUI GI DAN SFAE DENGAN MEMPERHATIKAN KEMAMPUAN AWAL SISWA',"Authors : A Yanto, RG Sudarmanto, N Nurdin",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Perbandingan Hasil Belajar Kooperatif Tipe TGT Dengan NHT Terhadap Hasil Belajar Siswa,https://scholar.google.com/scholar?q=+intitle:'Perbandingan Hasil Belajar Kooperatif Tipe TGT Dengan NHT Terhadap Hasil Belajar Siswa',"Authors : AW Sari, RG Sudarmanto",2014,1 cited,Quality Education (Pendidikan Berkualitas)
"Lapangan Panasbumi Natar Lampung, Indonesia","https://scholar.google.com/scholar?q=+intitle:'Lapangan Panasbumi Natar Lampung, Indonesia'","Authors : MKP Suharno, Rian Amukti, Akroma Hidayatika",2014,0 cited,Sustainable Cities and Communities (Kota dan Permukiman Berkelanjutan)
"Lapngan Panasbumi Natar Lampung, Indonesia","https://scholar.google.com/scholar?q=+intitle:'Lapngan Panasbumi Natar Lampung, Indonesia'","Authors : MKP Suharno1, Rian Amukti1, Akroma Hidayatika1",2014,0 cited,Sustainable Cities and Communities (Kota dan Permukiman Berkelanjutan)
PENGARUH MODEL PEMBELAJARAN INVESTIGASI KELOMPOK TERHADAP KEMAMPUAN BERPIKIR KREATIF MATEMATIS SISWA,https://scholar.google.com/scholar?q=+intitle:'PENGARUH MODEL PEMBELAJARAN INVESTIGASI KELOMPOK TERHADAP KEMAMPUAN BERPIKIR KREATIF MATEMATIS SISWA',"Authors : RM Tohar, SH Noer, P Gunowibowo",2014,0 cited,Quality Education (Pendidikan Berkualitas)
High Order Thinking Skills and Self Regulated Learning of Junior High School Student in Bandar Lampung City,https://scholar.google.com/scholar?q=+intitle:'High Order Thinking Skills and Self Regulated Learning of Junior High School Student in Bandar Lampung City',Authors : SH Noer,2014,4 cited,Quality Education (Pendidikan Berkualitas)
VARIASI TAHUNAN KECEPATAN KALSIFIKASI KORAL PORITES BERDASARKAN ANALISIS COMPUTED-TOMOGRAPHY SCAN (CT–SCAN) DAN KAITANNYA DENGAN SUHU PERMUKAAN LAUT: WILAYAH STUDI PERAIRAN …,https://scholar.google.com/scholar?q=+intitle:'VARIASI TAHUNAN KECEPATAN KALSIFIKASI KORAL PORITES BERDASARKAN ANALISIS COMPUTED-TOMOGRAPHY SCAN (CT–SCAN) DAN KAITANNYA DENGAN SUHU PERMUKAAN LAUT: WILAYAH STUDI PERAIRAN …',"Authors : SY Cahyarini, S Suharsono",2014,1 cited,Life Below Water (Ekosistem Lautan)
Pengaruh Terapi Perilaku Terhadap Kemampuan Mengontrol Perilaku Kekerasan Pada Klien Riwayat Perilaku Kekerasan Di Rsj Prof. Dr. Soeroyo Magelang,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Terapi Perilaku Terhadap Kemampuan Mengontrol Perilaku Kekerasan Pada Klien Riwayat Perilaku Kekerasan Di Rsj Prof. Dr. Soeroyo Magelang',Authors : S Suharsono,2014,2 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Prospek Kedelai Hitam Varietas Detam-1 dan Detam-2,https://scholar.google.com/scholar?q=+intitle:'Prospek Kedelai Hitam Varietas Detam-1 dan Detam-2',"Authors : MM Adie, S Suharsono, S Sudaryono",2014,11 cited,Life on Land (Ekosistem Daratan)
UJI ADAPTASI GALUR HARAPAN KEDELAI DI LAHAN PODSOLIK MERAH KUNING DI KABUPATEN BANGKA,https://scholar.google.com/scholar?q=+intitle:'UJI ADAPTASI GALUR HARAPAN KEDELAI DI LAHAN PODSOLIK MERAH KUNING DI KABUPATEN BANGKA',"Authors : N Handara, S Suharsono, ED Mustikarini",2014,0 cited,Life on Land (Ekosistem Daratan)
Peningkatan Kemampuan Komunikasi Matematis Melalui Model Pembelajaran Kooperatif Tipe Three-Step Interview,https://scholar.google.com/scholar?q=+intitle:'Peningkatan Kemampuan Komunikasi Matematis Melalui Model Pembelajaran Kooperatif Tipe Three-Step Interview',"Authors : G Sonarita, H Bharata, R Asnawati",2014,5 cited,Quality Education (Pendidikan Berkualitas)
Pengaruh Model Pembelajaran Kooperatif Tipe TGT Terhadap Kemampuan Pemecahan Masalah Matematis Siswa,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Model Pembelajaran Kooperatif Tipe TGT Terhadap Kemampuan Pemecahan Masalah Matematis Siswa',"Authors : IA Mahardika, B Koestoro, R Asnawati",2014,3 cited,Quality Education (Pendidikan Berkualitas)
PENINGKATAN KEMAMPUAN KOMUNIKASI MATEMATIS MELALUI MODEL PEMBELAJARAN KOOPERATIF TIPE THINK TALK WRITE,https://scholar.google.com/scholar?q=+intitle:'PENINGKATAN KEMAMPUAN KOMUNIKASI MATEMATIS MELALUI MODEL PEMBELAJARAN KOOPERATIF TIPE THINK TALK WRITE',"Authors : AP Wijaya, A Djalil, M Coesamin",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Penggunaan Metafora dalam Layla Majnun,https://scholar.google.com/scholar?q=+intitle:'Penggunaan Metafora dalam Layla Majnun',Authors : Suharsono,2014,2 cited,Quality Education (Pendidikan Berkualitas)
Integration of botanical pesticide and entomopathogenic fungi to control the brown stink bug Riptortus linearis F.(Hemiptera: Alydidae) in soybean,https://scholar.google.com/scholar?q=+intitle:'Integration of botanical pesticide and entomopathogenic fungi to control the brown stink bug Riptortus linearis F.(Hemiptera: Alydidae) in soybean',"Authors : S Suharsono, Y Prayogo",2014,1 cited,Zero Hunger (Tanpa Kelaparan)
Kajian Fikih Jinayah Terhadap Tindak Pidana Membeli Hasil Hutan Yang Diambil Secara Tidak Sah: Studi Putusan Pengadilan Negeri Kepanjen Nomor: 170/PID. SUS/2013/PN. KPJ,https://scholar.google.com/scholar?q=+intitle:'Kajian Fikih Jinayah Terhadap Tindak Pidana Membeli Hasil Hutan Yang Diambil Secara Tidak Sah: Studi Putusan Pengadilan Negeri Kepanjen Nomor: 170/PID. SUS/2013/PN. KPJ',Authors : T Indarti,2014,3 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Ekonomi Kreatif: Kekuatan Baru Indonesia menuju 2025,https://scholar.google.com/scholar?q=+intitle:'Ekonomi Kreatif: Kekuatan Baru Indonesia menuju 2025',Authors : A Sugiono,2014,2 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Pengisian Kekosongan Jabatan Wakil Kepala Daerah Yang Berasal Dari Partai Politik Atau Gabungan Partai Politik Berdasarkan Undang-Undang Nomor 12 Tahun 2008,https://scholar.google.com/scholar?q=+intitle:'Pengisian Kekosongan Jabatan Wakil Kepala Daerah Yang Berasal Dari Partai Politik Atau Gabungan Partai Politik Berdasarkan Undang-Undang Nomor 12 Tahun 2008',"Authors : T Wijaya, I Griadhi",2014,2 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Strategi Pengasuh Pondok Pesantren Nurus Syahid Mantren Tengger Kidul Pagu Kediri Dalam Mengikuti Perkembangan Ilmu Pengetahuan dan Teknologi,https://scholar.google.com/scholar?q=+intitle:'Strategi Pengasuh Pondok Pesantren Nurus Syahid Mantren Tengger Kidul Pagu Kediri Dalam Mengikuti Perkembangan Ilmu Pengetahuan dan Teknologi',Authors : T Wijaya,2014,0 cited,Quality Education (Pendidikan Berkualitas)
"Habitat loss of Sumatran elephants (Elephas maximus sumatranus) in Tesso Nilo Forest, Riau, Indonesia.","https://scholar.google.com/scholar?q=+intitle:'Habitat loss of Sumatran elephants (Elephas maximus sumatranus) in Tesso Nilo Forest, Riau, Indonesia.'","Authors : S Mariati, H Kusnoputranto, J Supriatna, RH Koestoer",2014,12 cited,Life on Land (Ekosistem Daratan)
Fluctuation of diptera larvae in phytotelmata and relation with climate variation in West Sumatra Indonesia.,https://scholar.google.com/scholar?q=+intitle:'Fluctuation of diptera larvae in phytotelmata and relation with climate variation in West Sumatra Indonesia.',"Authors : E Rosa, Dahelmi, S Salmah, Syamsuardi",2014,5 cited,Climate Action (Penanganan Perubahan Iklim)
Degradation of primate habitat at tesso nilo forest with special emphasis on riau pale-thighed surili (Presbytis siamensis cana),https://scholar.google.com/scholar?q=+intitle:'Degradation of primate habitat at tesso nilo forest with special emphasis on riau pale-thighed surili (Presbytis siamensis cana)',"Authors : J Supriatna, S Mariati",2014,10 cited,Life on Land (Ekosistem Daratan)
"Floristic composition and structure of a peat swamp forest in the conservation area of the PT National Sago Prima, Selat Panjang, Riau, Indonesia","https://scholar.google.com/scholar?q=+intitle:'Floristic composition and structure of a peat swamp forest in the conservation area of the PT National Sago Prima, Selat Panjang, Riau, Indonesia'","Authors : Y Rosalina, K Kartawinata, N Nisyawati, E Nurdin, J Supriatna",2014,25 cited,Life on Land (Ekosistem Daratan)
"Maturity Stages of Indian Mackerel Rastrelliger kanagurta (Cuvier, 1817) In Mayalibit Bay, Raja Ampat, West Papua","https://scholar.google.com/scholar?q=+intitle:'Maturity Stages of Indian Mackerel Rastrelliger kanagurta (Cuvier, 1817) In Mayalibit Bay, Raja Ampat, West Papua'","Authors : D Oktaviani, J Supriatna, M Erdmann, A Abinawanto",2014,38 cited,Life on Land (Ekosistem Daratan)
[PDF] from unila.ac.id Intervensi Kemanusiaan (Humanitarian Intervention) Menurut Hukum Internasional Dan Implementasinya Dalam Konflik Bersenjata,https://scholar.google.com/scholar?q=+intitle:'[PDF] from unila.ac.id Intervensi Kemanusiaan (Humanitarian Intervention) Menurut Hukum Internasional Dan Implementasinya Dalam Konflik Bersenjata',"Authors : AS Emy Eliza, Heryandi",2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
PENGEMBANGAN MEDIA PEMBELAJARAN SEJARAH NASIONAL BERBASIS MACROMEDIA FLASH UNTUK MENINGKATKAN NASIONALISME PADA SISWA KELAS XII-IPS SMA SURAKARTA,https://scholar.google.com/scholar?q=+intitle:'PENGEMBANGAN MEDIA PEMBELAJARAN SEJARAH NASIONAL BERBASIS MACROMEDIA FLASH UNTUK MENINGKATKAN NASIONALISME PADA SISWA KELAS XII-IPS SMA SURAKARTA',"Authors : S Sumargono, S Sariyatun, N Suryani",2014,2 cited,Quality Education (Pendidikan Berkualitas)
Analisis Risiko Fiskal di Indonesia dengan Asumsi Dasar Ekonomi makro,https://scholar.google.com/scholar?q=+intitle:'Analisis Risiko Fiskal di Indonesia dengan Asumsi Dasar Ekonomi makro',Authors : AM Hana Eka sandy Sidabutar,2014,0 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
PERLINDUNGAN HUKUM TERHADAP ANAK SEBAGAI PELAKU TINDAK PIDANA PENYALAHGUNAAN NARKOTIKA (STUDI KASUS POLDA LAMPUNG),https://scholar.google.com/scholar?q=+intitle:'PERLINDUNGAN HUKUM TERHADAP ANAK SEBAGAI PELAKU TINDAK PIDANA PENYALAHGUNAAN NARKOTIKA (STUDI KASUS POLDA LAMPUNG)',Authors : VF Amanda,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Studi lembaga penegak hukum,https://scholar.google.com/scholar?q=+intitle:'Studi lembaga penegak hukum',"Authors : BR Husin, R Fathonah",2014,81 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Studi lembaga penegakan hukum (SLPH),https://scholar.google.com/scholar?q=+intitle:'Studi lembaga penegakan hukum (SLPH)',"Authors : F Rini, R Budi",2014,2 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
ANALISIS PUTUSAN BEBAS PADA PERKARA NOMOR: 241/Pid. B/2011/PN. Mgl TENTANG TINDAK PIDANA KESUSILAAN YANG DILAKUKAN OLEH ANAK DI MENGGALA,https://scholar.google.com/scholar?q=+intitle:'ANALISIS PUTUSAN BEBAS PADA PERKARA NOMOR: 241/Pid. B/2011/PN. Mgl TENTANG TINDAK PIDANA KESUSILAAN YANG DILAKUKAN OLEH ANAK DI MENGGALA',Authors : AN Saputra,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
PERTANGGUNGJAWABAN PIDANA PELAKU TINDAK PIDANA PENCURIAN OLEH OKNUM SATUAN POLISI PAMONG PRAJA (Studi Putusan No. 03/Pid. B/2013/PN. BU),https://scholar.google.com/scholar?q=+intitle:'PERTANGGUNGJAWABAN PIDANA PELAKU TINDAK PIDANA PENCURIAN OLEH OKNUM SATUAN POLISI PAMONG PRAJA (Studi Putusan No. 03/Pid. B/2013/PN. BU)',Authors : S Yuliyanti,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
"Interpretasi Geologi dan Sistem Panasbumi Gunung Rajabasa Lampung Selatan Berdasarkan Integrasi Citra ASTER, DEM, Survei Magnetik dan Data Geologi Permukaan","https://scholar.google.com/scholar?q=+intitle:'Interpretasi Geologi dan Sistem Panasbumi Gunung Rajabasa Lampung Selatan Berdasarkan Integrasi Citra ASTER, DEM, Survei Magnetik dan Data Geologi Permukaan'",Authors : IGB Darmawan,2014,0 cited,Climate Action (Penanganan Perubahan Iklim)
Pengaruh Teks Lagu Anak-Anak Terhadap Perilaku Prososial Anak TK,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Teks Lagu Anak-Anak Terhadap Perilaku Prososial Anak TK',Authors : R Drupadi,2014,2 cited,Quality Education (Pendidikan Berkualitas)
Faktor-faktor yang Mempengaruhi Sikap Pemuda dalam Berorganisasi,https://scholar.google.com/scholar?q=+intitle:'Faktor-faktor yang Mempengaruhi Sikap Pemuda dalam Berorganisasi',"Authors : TP Sulaksono, H Holilulloh, Y Nurmalisa",2014,4 cited,Quality Education (Pendidikan Berkualitas)
FAKTOR-FAKTOR YANG MEMPENGARUHI SIKAP PEMUDA DALAM BERORGANISASI DI DESA KEDATON II KECAMATAN BATANGHARI NUBAN KABUPATEN LAMPUNG TIMUR TAHUN 2014,https://scholar.google.com/scholar?q=+intitle:'FAKTOR-FAKTOR YANG MEMPENGARUHI SIKAP PEMUDA DALAM BERORGANISASI DI DESA KEDATON II KECAMATAN BATANGHARI NUBAN KABUPATEN LAMPUNG TIMUR TAHUN 2014',Authors : TP Sulaksono,2014,0 cited,Quality Education (Pendidikan Berkualitas)
Pelaksanaan Layanan Penempatan Dan Penyaluran Untuk Peningkatan Potensi Non Akademik Anak Usia Dini Kelompok A Di Tk Insan Taqwa,https://scholar.google.com/scholar?q=+intitle:'Pelaksanaan Layanan Penempatan Dan Penyaluran Untuk Peningkatan Potensi Non Akademik Anak Usia Dini Kelompok A Di Tk Insan Taqwa',Authors : A ZAKARIA,2014,2 cited,Quality Education (Pendidikan Berkualitas)
Revitalisasi Jaringan Irigasi Rawa Sub-sekunder untuk Meningkatkan Produktifitas Hasil Pertanian (Studi Kasus Irigasi Sub-sekunder Rawa Pitu SP 2),https://scholar.google.com/scholar?q=+intitle:'Revitalisasi Jaringan Irigasi Rawa Sub-sekunder untuk Meningkatkan Produktifitas Hasil Pertanian (Studi Kasus Irigasi Sub-sekunder Rawa Pitu SP 2)',"Authors : N Arifaini, A Zakaria, R Setiawan",2014,0 cited,Clean Water and Sanatation (Air Bersih dan Sanitasi Layak)
Analisis Kuat Lentur Nominal Balok Komposit Menggunakan Program Berbasis Android,https://scholar.google.com/scholar?q=+intitle:'Analisis Kuat Lentur Nominal Balok Komposit Menggunakan Program Berbasis Android',Authors : RA Saputro,2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Kapasitas Adsorpsi Arang Bambu dan Arang Bambu Teraktivasi Basa dalam Menyerap Ion Cr6+,https://scholar.google.com/scholar?q=+intitle:'Kapasitas Adsorpsi Arang Bambu dan Arang Bambu Teraktivasi Basa dalam Menyerap Ion Cr6+',"Authors : AZ Zakaria, A Taufiqb, YP Taufiq, YP Purwamargapratala",2014,1 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
The Relation Ship Learning Styles And Student's Achievement Of Lampung University Faculty Of Medicine,https://scholar.google.com/scholar?q=+intitle:'The Relation Ship Learning Styles And Student's Achievement Of Lampung University Faculty Of Medicine',Authors : R Lisiswanti,2014,18 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
The benefit and weakness of oral examination in medical education,https://scholar.google.com/scholar?q=+intitle:'The benefit and weakness of oral examination in medical education',Authors : R Lisiswanti,2014,2 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
"Bimbingan dan Dukungan Mahasiswa, Sebuah Ilustrasi Kasus Mahasiswa Fakultas Kedokteran yang Terancam Putus Studi beserta Solusi dan Hasil Bimbingan","https://scholar.google.com/scholar?q=+intitle:'Bimbingan dan Dukungan Mahasiswa, Sebuah Ilustrasi Kasus Mahasiswa Fakultas Kedokteran yang Terancam Putus Studi beserta Solusi dan Hasil Bimbingan'",Authors : O Oktafany,2014,0 cited,Quality Education (Pendidikan Berkualitas)
The Construct Validity And Reliability Motivated Strategies Learning Questionnaire (MSLQ),https://scholar.google.com/scholar?q=+intitle:'The Construct Validity And Reliability Motivated Strategies Learning Questionnaire (MSLQ)',"Authors : R Lisiswanti, R Sanusi, TS Prihatiningsih",2014,7 cited,Quality Education (Pendidikan Berkualitas)
Geriatric with Diabetes Melitus Uncontrolled with Family History of Diabetes Melitus,https://scholar.google.com/scholar?q=+intitle:'Geriatric with Diabetes Melitus Uncontrolled with Family History of Diabetes Melitus',"Authors : M Thaher, M Muhartono",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Pengaruh Penurunan Kadar Kolesterol Total Darah Sebagai Respon Terhadap Senam Aerobik Di Aerobik Dan Fitness Center Sonia Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Penurunan Kadar Kolesterol Total Darah Sebagai Respon Terhadap Senam Aerobik Di Aerobik Dan Fitness Center Sonia Bandar Lampung',Authors : FP Sari,2014,14 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Pembelajaran TPS berbasis open-ended problem ditinjau dari kemampuan berpikir kreatif matematis,https://scholar.google.com/scholar?q=+intitle:'Pembelajaran TPS berbasis open-ended problem ditinjau dari kemampuan berpikir kreatif matematis',"Authors : L Istianah, SH Noer, M Coesamin",2014,1 cited,Quality Education (Pendidikan Berkualitas)
Pengaruh Model Pembelajaran Kooperatif Tipe Group Investigation terhadap Pemahaman Konsep Matematis,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Model Pembelajaran Kooperatif Tipe Group Investigation terhadap Pemahaman Konsep Matematis',"Authors : F Magdalena, SH Noer, C Caswita",2014,2 cited,Quality Education (Pendidikan Berkualitas)
PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE GROUP INVESTIGATION TERHADAP KEMAMPUAN PEMECAHAN MASALAH MATEMATIS,https://scholar.google.com/scholar?q=+intitle:'PENGARUH MODEL PEMBELAJARAN KOOPERATIF TIPE GROUP INVESTIGATION TERHADAP KEMAMPUAN PEMECAHAN MASALAH MATEMATIS',"Authors : R Setiono, SH Noer, W Widyastuti",2014,1 cited,Quality Education (Pendidikan Berkualitas)
Speed control of permanent magnet synchronous motor using FPGA for high frequency SiC MOSFET inverter,https://scholar.google.com/scholar?q=+intitle:'Speed control of permanent magnet synchronous motor using FPGA for high frequency SiC MOSFET inverter',"Authors : CR Harahap, T Hanamoto",2014,33 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
"Determination Sustainability Status in Urban Infrastructure and Policy Recommendation for Development Case Study: Bandarlampung City, Indonesia","https://scholar.google.com/scholar?q=+intitle:'Determination Sustainability Status in Urban Infrastructure and Policy Recommendation for Development Case Study: Bandarlampung City, Indonesia'","Authors : C Persada, SRP Sitorus, Marimin, RD Djakapermana",2014,7 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
PENENTUAN STATUS KEBERLANJUTAN INFRASTRUKTUR PERKOTAAAN (STUDI KASUS: KOTA BANDARLAMPUNG),https://scholar.google.com/scholar?q=+intitle:'PENENTUAN STATUS KEBERLANJUTAN INFRASTRUKTUR PERKOTAAAN (STUDI KASUS: KOTA BANDARLAMPUNG)',"Authors : C Persada, SRP Sitorus, Marimin, R Denny",2014,16 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Stability improvement of single machine using ANFIS-PSS based on feedback-linearization,https://scholar.google.com/scholar?q=+intitle:'Stability improvement of single machine using ANFIS-PSS based on feedback-linearization',"Authors : IM Ginarsa, O Zebua",2014,10 cited,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
Faktor-Faktor yang Mempengaruhi Semangat Kewirausahaan Santri di Pondok Pesentren Nurul Huda Lampung,https://scholar.google.com/scholar?q=+intitle:'Faktor-Faktor yang Mempengaruhi Semangat Kewirausahaan Santri di Pondok Pesentren Nurul Huda Lampung',"Authors : S Supriyanto, Y Rizal",2014,2 cited,Quality Education (Pendidikan Berkualitas)
"Pengaruh Kepemimpinan Kepala Sekolah, Motivasi Kerja, Kompetensi Guru Terhadap Kinerja Guru Sertifikasi","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Kepemimpinan Kepala Sekolah, Motivasi Kerja, Kompetensi Guru Terhadap Kinerja Guru Sertifikasi'","Authors : RD Astuti, Y Rizal, S Samsi",2014,2 cited,Quality Education (Pendidikan Berkualitas)
